time,mag,err
0.0,18.019729657782474,0.025113664041284987
0.0010416666666666667,18.018086985412477,0.15041802134078086
0.0020833333333333333,18.078007509921584,-0.019720802418478182
0.0031249999999999997,17.952832209855636,0.01913568211210264
0.004166666666666667,18.017361104732288,0.009017880457556351
0.005208333333333333,17.97015008188556,-0.052285848587961
0.0062499999999999995,17.949502826777373,-0.10180549048569267
0.007291666666666666,18.062025826063827,-0.07272499271720809
0.008333333333333333,18.156364782457295,-0.08519848806481733
0.009375,17.9103225397913,0.06609619887991472
0.010416666666666666,17.902578506965845,0.004340003916356478
0.011458333333333334,17.968811941053733,0.07850060020357463
0.012499999999999999,17.92964592933127,0.04752539933057585
0.013541666666666667,17.81479555384679,-0.04716779014436573
0.014583333333333332,17.839267926533246,-0.1366289089917597
0.015625,17.865542063354948,-0.026807669380829697
0.016666666666666666,18.023931823567075,-0.06133135839990281
0.017708333333333333,17.900051957984545,0.13797106189060548
0.01875,18.104136757308783,-0.04209280284282861
0.019791666666666666,18.068631234108686,-0.0589687298025392
0.020833333333333332,18.070267879074045,0.11413988609236272
0.021875000000000002,17.97805438407161,0.09323578463279962
0.02291666666666667,18.0009035055806,-0.18310803256783717
0.02395833333333333,17.966977900784443,0.00293607556852412
0.024999999999999998,18.051717540590758,-0.031188058946266296
0.026041666666666668,17.92460978815555,0.018072503601532314
0.027083333333333334,18.15090431039484,0.06095056368685618
0.028125,17.89133604831117,-0.0014373837962156147
0.029166666666666664,17.971863670401138,0.08693786030732427
0.030208333333333334,18.008869531909415,-0.066803858490971
0.03125,18.019467009251223,-0.140897834389515
0.03229166666666667,18.075500864098526,0.04767410077542267
0.03333333333333333,17.94106562255919,-0.08967746020870031
0.034374999999999996,17.817926816622787,0.07025906049338937
0.035416666666666666,18.06720887109429,-0.06370180136809339
0.036458333333333336,17.760046246774692,-0.1566404068646078
0.0375,18.02071008889122,0.10038995703543943
0.03854166666666667,18.05481885034184,-0.029849918114440613
0.03958333333333333,17.938921682014048,-0.0681148877808953
0.040625,17.941029570525053,-0.06857654968688746
0.041666666666666664,17.95128384993248,-0.1204028091656057
0.04270833333333333,18.24361127608062,-0.009004590408363489
